instruction,output,url
"우리 대학 산학협력단 연구비 산정기준(정수기, 생수업체와의 계약에 의해 설치된 생수기 및 생수 등)에 따라 생수 집행이 가능한지요?","「국가연구개발사업 연구개발비 사용 기준」 제10조 제6호는 연구실운영비를 연구개발과제 수행을 위하여 필요한 ⑴사무용 기기 및 사무용 소프트웨어의 구입·설치·임차·사용대차 비용, ⑵사무용품비, ⑶연구실 운영에 필요한 소모성 비용, ⑷또는 연구실 냉난방 및 청결한 환경 유지를 위하여 필요한 기기·비품의 구입·유지비용으로 구분하고 있습니다. 이때, 연구개발기관의 장은 연구실운영비(연구실 운영에 필요한 소모성 비용 또는 연구실 냉난방 및 청결한 환경유지를 위하여 필요한 기기·비품의 구입·유지 비용을 말함)를 사용할 때에 연구개발기관 자체규정에 구체적으로 사용기준 등을 마련하여 사용하여야 합니다.",
"연구 수행과 관련하여 발생하는 보조 또는 지원 업무 등을 수행하기 위해 임시 인력을 파견업체를 통해 파견근로자로 활용하게 될 경우에도 위 연구활동비 사용이 인정될 수 있는지, 만약 연구활동비 항목에서는 사용이 인정되지 않는다면 일용직 활용비와 파견근로자 활용비의 사용 항목을 구분하는 이유는 무엇인지 답변을 부탁 드립니다.","연구 수행과 관련하여 발생하는 보조 또는 지원 업무 등을 수행하기 위해 임시 인력을 파견업체를 통해 파견근로자로 활용하게 될 경우 발생하는 경비는 연구수행과 직접적으로 관련성이 없는 비용이므로 간접비(연구지원비_기관 공통 경비)로 사용할 수 있습니다. 또한, 「국가연구개발혁신법 시행령」 [별표2]의 연구활동비 사용 용도 중 그 밖의 비용의 “일용직 활용비”는 연구수행과 관련하여 참여연구자 또는 전문가 외의 인력을 활용하는 경우(사회문제 해결형 R&D에 참여하는 일반국민 등)에 발생하는 비용을 위한 용도입니다.",
"기술개발사업 연구개발계획서 내 과제로 개발한 제품에 대해 GS인증을 받고자 하는 내용이 있습니다. 협약시 GS인증은 시험평가라고 생각되어 연구활동비로 협약하였으나, 인증은 표준활동에 필요한 비용인 간접비로 구분하기도 한다고 들었습니다. 혁신법 매뉴얼에는 인증에 대한 내용이 없어, 이럴 경우에 어떠한 비목으로 산정해야 하나요?",연구개발계획서에 포함된 내용으로 과제 수행에 직접적으로 필요한 활동인 경우 연구활동비로 사용이 가능합니다. 또한 이미 창출된 연구개발성과에 대한 인증 비용은 동 고시 제17조제2호의 간접비의 지식재산권 출원ㆍ등록비(표준활동)에 해당하는 것으로 간접비로 사용하여야 합니다.,
"공동연구기관으로 위탁연구개발비 계상 불가로 인해 외부시험 수행을 위해서는 전용 인프라 필요하며, 해당 시험 인프라를 보유한 국내 연구기관에 의뢰 예정입니다. 추가적으로 주관기관이 아니면, 위탁개발비를 계상할 수 없는게 맞나요?",문의하신 시험 수행을 위한 용역비는 「국가연구개발사업 연구개발비 사용 기준」제10조제2호의 ‘외부 전문기술 활용비’ 중 ‘연구개발서비스 활용비’ 용도로 사용이 가능할 것으로 판단됩니다. 그리고 「국가연구개발혁신법 시행령」제2조제2항제3호의 위탁연구개발기관 정의 (주관연구개발기관으로부터 연구개발과제의 일부의 위탁을 그 소관 중앙행정기관의 장의 승인을 받아 수행하는 연구개발기관)에 따라 위탁연구개발비는 주관연구개발기관만 계상이 가능합니다.,
비영리기관으로 연구실의 사무용 의자와 책상을 교환하고자 합니다. 구입 가능 한지요?,"연구개발기관의 장은 연구실운영비(연구실 운영에 필요한 소모성 비용 또는 연구실 냉난방 및 청결한 환경유지를 위하여 필요한 기기·비품의 구입·유지 비용을 말함)를 사용할 때에 연구개발기관 자체규정에 구체적으로 사용기준 등을 마련하여 사용하여야 합니다. 다만, 과제 수행에 직접적으로 필요한 연구개발 목적에 적합한 비용 집행을 권고 드립니다.",
연구실의 증설하여 에어컨을 설치하고자 합니다. 에어컨은 장비비와 연구활동비 중 어떤걸로 구매해야 할까요? 구매시 주의해야할 사항이 있을까요?,"직접비를 사용하기 위해서는 해당 비용이 연구개발과제 수행과 직접적인 관련성이 있어야 합니다. 따라서 연구 수행을 위하여 항온항습 또는 청결한 환경 유지가 요구되는 것이라면 직접비의 연구활동비(연구실운영비)로 사용이 가능한 것이고, 그렇지 않다면 간접비로 사용하셔야 합니다.",
"영리법인이 노트북, PC 등을 연구시설장비비에 해당한다고 볼 경우 영리기관의 연구실운영비 활용관리 계획을 제출하지 않아도 집행이 가능한가요?","노트북, PC 등은 일반적으로 사무용기기로 판단되며 연구시설장비비가 아닌 연구활동비에 해당합니다. 따라서 노트북, PC는 협약 체결 당시 영리기관의 연구실운영비 활용 관리 계획 (연구개발비 사용기준 별지 제4호 서식)에 따라 작성하여 연구개발계획서에 첨부한 경우 사용할 수 있습니다. 영리법인인 연구개발기관이 범용성 사무용기기(노트북,PC,외장하드 등)을 연구개발계획서에 미계상 하여 집행한 경우 불인정됩니다.",
"현재 소프트웨어 비용이 월 14일마다 자동 결제되고 있는데요. 서비스의 경우, 날짜가 아닌 월로 청구가 되어 과제 종료일(12.31)까지 일할 계산하여 집행하여야 하나요?",소프트웨어 사용계약기간이 연구기간을 초과하더라도 계약기간이 최소단위임을 입증할 경우 계상이 가능합니다. 따라서 서비스의 최소 결제단위가 월단위임이 입증될 경우 연구기간 이후 기간이 일부 포함된 경우도 사업비로 인정이 가능합니다.,
연구개발서비스 활용비는 어느 경우에 사용이 가능한 것이며 반드시 자체규정을 구비하여야 하는지?,"연구개발서비스 활용비는 연구개발과제를 수행함에 있어 필요한 ‘기술정보 제공, 컨설팅, 시험ㆍ분석ㆍ검사 등’ 연구개발을 지원하는 업무 또는 활동에 사용이 가능합니다. 만약, ‘연구개발서비스 활용비’ 사용을 위한 목적의 별도 자체규정이 부재한 상황에서 연구개발서비스 활용비 용도로 연구개발비를 사용할 때 적용이 가능한 자체규정(예: 용역계약 등에 적용하는 자체규정)이 있다면 갈음하여 적용 가능합니다.",
참여연구자 및 연구근접지원인력에 대한 연구활동비의 사용범위는 어디까지인지?,"참여연구자 및 연구근접지원인력이 연구개발과제 수행을 지원하면서 연구활동비를 사용하는 경우 「국가연구개발사업 연구개발비 사용기준」 제10조에 해당하는 연구활동비를 계상할 수 있습니다. 다만, 해당 연구개발과제 수행과 직접 관련이 있는 경우에 한하여 연구활동비를 계상할 수 있으며, 연구개발비 사용 증명자료를 갖추어 정산 시 이를 입증할 필요가 있습니다.",
외국 기관과의 업무협의 회의를 위해 계획되었던 해외출장이 출장자의 코로나 감염으로 취소되었고 이로 인해 항공권 취소수수료가 발생했습니다. 연구비로 처리가 가능할까요? 아니면 연구자 개인이 부담하여야 할까요?,"재난, 재해, 그 밖에 경제적ㆍ사회적으로 중대한 사유 발생에 따라 물품 및 서비스를 위한 계약이 취소ㆍ변경되어 수수료 등 부대비용이 발생한 경우 연구비로 사용가능합니다. 다만, 그를 입증할 증명자료를 갖추어야 합니다.",
영리기관의 경우 연구활동비 중 연구실운영비 사용이 가능한지요?,"영리기관은 연구실운영비 중 연구실 운영에 필요한 소모성 비용을 계상할 수 없습니다. 다만, 사무용 기기(컴퓨터, 프린터, 복사기 등 사무용기기 및 주변기기 포함) 및 사무용 소프트웨어(컴퓨터 구동 프로그램, 사무처리용 소프트웨어, 바이러스 백신 등)에 소요되는 비용, 연구실 냉난방 및 청결한 환경 유지비용은 연구개발과제의 협약 체결 당시 영리기관의 연구실운영비 활용?관리 계획(연구개발비 사용 기준 별지 제4호 서식)에 따라 작성하여 연구개발계획서에 첨부한 경우에만 사용할 수 있습니다. 단, 사무용품비는 연구실운영비 활용?관리 계획 없이 사용 가능합니다.",
"직접비 중 지식재산창출활동비와 간접비 중 지식재산권의 출원,등록과 유지비의 차이점은 무엇입니까?","직접비 중 지식재산창출활동비는 연구개발과제의 기획?전략 수립 등 연구개발과제의 수행 초기단계에서 지식재산창출을 위해 필요한 비용을 의미하며, 간접비 중 지식재산권의 출원?등록?유지에 필요한 비용은 연구개발과제의 연구개발성과가 창출된 이후 발생하는 비용을 의미합니다.",
특허 출원및 등록비용은 어떠한 이유로 간접비로 계상하여야 하는지요?,"지식재산권의 출원?등록?유지에 필요한 비용을 간접비로 사용하여야 하는데, 그 이유는 ①특허 등의 출원?등록이 주로 연구개발과제가 완료된 이후 이루어진다는 점, ②여러 연구개발성과에 대해 지식재산권 등이 발생할 수 있다는 점, ③지식재산권이 연구개발기관의 소유가 되는 점 등이 있습니다.",
"‘한국학회’가 서울에서 개최될 예정입니다. 연구개발과제 종료일이 2022년 12월 31일인데, 해당 학회의 개최는 2023년 1월 22일~27일입니다. 과제 주제와 아주 밀접한 학회인데 참석비용을 연구비로 사용이 가능한가요?","연구개발기간(단계로 구분된 과제의 경우 단계기간)내 사용을 원칙으로 하므로, 연구개발기간 이후 개최하는 학회참석 비용은 사용 불가합니다.",
주관연구개발기관은 충남 예산에 있고 공동연구개발기업은 경기도 수원에 있습니다. 과제책임자가 공동연구개발기관 출장 중 수원에서 공동연구개발기관과 과제관련 미팅을 할 경우 회의비 집행이 가능한가요? 이 경우 출장비 중 식비는 어떻게 지급해야 하나요?,"회의비 집행은 가능하지만, 출장 시 식비와 회의비는 이중집행이 불가합니다. 따라서, 회의비를 집행하고자 한다면 출장비 중 식대는 제외하고 여비를 지급하셔야 합니다.",
영리기업인 주관연구개발기관입니다. 공동연구개발기관인 A대학 소속의 교수님(참여연구자와 별도부서)에게 전문가활용비 사용이 가능한지요?,영리기관은 참여연구자와 동일한 솔리드이엔지에 소속된 자에 대한 전문가 활용비는 계상/사용할 수 없습니다.,
간접비의 정산은 어떻게 하나요?,"“사용기준”제69조에 따라 영리기관은 연구개발기간 동안에 사용하고 남은 잔액은 정산시 반납처리 됩니다. 다만, 비영리기관의 경우 “사용기준”제43조 및 제51조에 따라 별도 계정으로 이체 또는 계정대체하여 사용실적보고서에는 사용한 연구비로 보고 정산하지 않습니다.",
